Date,High,Low,Mid,Last,Bid,Ask,Volume,First
2021-10-29,2.2172,1.9217,2.0067,2.0,2.0063,2.0071,1288306.99291582,2.0929
2021-10-30,2.0297,1.835,1.86575,1.8688,1.8635,1.868,1225047.86908517,2.0
2021-10-31,1.9818,1.796,1.92975,1.921,1.9291,1.9304,851301.17506611,1.8688
2021-11-01,1.9737,1.8434,1.9111,1.9115,1.9106,1.9116,582631.15401268,1.921
2021-11-02,1.9698,1.8651,1.92805,1.9302,1.9259,1.9302,932603.92720229,1.9115
2021-11-03,2.15,1.9276,2.0115,2.0126,2.0114,2.0116,1322067.93583024,1.9302
2021-11-04,2.0377,1.8641,1.9196,1.9197,1.9188,1.9204,734123.43233415,2.0126
2021-11-05,1.9499,1.8708,1.89185,1.8904,1.8908,1.8929,367716.8892059,1.9197
2021-11-06,1.9245,1.8122,1.88195,1.8831,1.8814,1.8825,385014.65117479,1.8904
2021-11-07,1.9155,1.8557,1.88515,1.8846,1.8846,1.8857,367154.45617642,1.8831
2021-11-08,1.9418,1.8665,1.88235,1.8867,1.8816,1.8831,673137.7152068,1.8846
2021-11-09,1.8939,1.7638,1.7958,1.7991,1.7938,1.7978,1807222.13558724,1.8867
2021-11-10,1.8929,1.5388,1.6795,1.6795,1.6794,1.6796,2303805.03750209,1.7991
2021-11-11,1.7894,1.6649,1.75705,1.7612,1.7566,1.7575,1381867.38826542,1.6795
2021-11-12,1.777,1.6374,1.7305,1.7284,1.73,1.731,907045.71116263,1.7612
2021-11-13,1.7701,1.6984,1.75885,1.7594,1.7584,1.7593,475027.74804859,1.7284
2021-11-14,1.7745,1.6876,1.73665,1.7355,1.7364,1.7369,288177.62839516,1.7594
2021-11-15,1.7665,1.6445,1.6436,1.6544,1.643,1.6442,388715.05435217,1.7355
2021-11-16,1.6604,1.4643,1.57025,1.5703,1.5702,1.5703,2673252.505262,1.6544
2021-11-17,1.6711,1.4908,1.6557,1.6535,1.6551,1.6563,1333044.43237968,1.5703
2021-11-18,1.6789,1.45,1.50025,1.5009,1.4992,1.5013,2007173.73291496,1.6535
2021-11-19,1.6366,1.4833,1.6328,1.6325,1.6325,1.6331,452707.67451322,1.5009
2021-11-20,1.6803,1.5638,1.6557,1.66,1.6547,1.6567,471399.88402786,1.6325
2021-11-21,1.6608,1.5775,1.5832,1.5819,1.5828,1.5836,386523.86326563,1.66
2021-11-22,1.6224,1.5284,1.5526,1.5534,1.5522,1.553,836505.1345086,1.5819
2021-11-23,1.7691,1.5435,1.7364,1.7344,1.7357,1.7371,1080773.39219669,1.5534
2021-11-24,1.83,1.651,1.6797,1.6771,1.6791,1.6803,1660400.48934036,1.7344
2021-11-25,1.9438,1.6987,1.9054,1.905,1.9047,1.9061,2507978.52069448,1.6771
2021-11-26,1.9664,1.5931,1.65965,1.6624,1.6593,1.66,3271954.39101285,1.905
2021-11-27,1.7255,1.5903,1.61005,1.6089,1.6095,1.6106,676800.23070902,1.6624
2021-11-28,1.666,1.4986,1.655,1.6549,1.6546,1.6554,1693643.3946522,1.6089
2021-11-29,1.84,1.6316,1.82965,1.8316,1.8291,1.8302,1621576.73063545,1.6549
2021-11-30,1.8802,1.6977,1.80785,1.8037,1.8074,1.8083,2524443.5996133,1.8316
2021-12-01,2.0935,1.8137,2.0612,2.0664,2.0584,2.064,3519308.02444934,1.8037
2021-12-02,2.2054,1.9517,2.193,2.1925,2.1915,2.1945,3062072.80640653,2.0664
