Date,High,Low,Mid,Last,Bid,Ask,Volume,First
2021-10-16,0.24586,0.23369,0.237895,0.23793,0.23782,0.23797,17575810.90122165,0.23419
2021-10-17,0.242,0.22537,0.23717,0.23722,0.23707,0.23727,15755342.72180969,0.23793
2021-10-18,0.27267,0.23696,0.24701,0.24706,0.24695,0.24707,53133107.66915368,0.23722
2021-10-19,0.25507,0.24002,0.2455,0.24541,0.24544,0.24556,21441322.79754333,0.24706
2021-10-20,0.26167,0.24205,0.25486,0.25487,0.25482,0.2549,19471013.774884902,0.24541
2021-10-21,0.25845,0.24032,0.245375,0.24547,0.24528,0.24547,22187589.60825917,0.25487
2021-10-22,0.25296,0.235,0.245815,0.24577,0.24577,0.24586,40317234.10121206,0.24547
2021-10-23,0.25436,0.24124,0.248975,0.24892,0.24892,0.24903,21781048.96114369,0.24577
2021-10-24,0.27064,0.2458,0.268015,0.26795,0.26796,0.26807,52484284.34874917,0.24892
2021-10-25,0.28296,0.25855,0.26459,0.26447,0.26451,0.26467,45332599.70543075,0.26795
2021-10-26,0.27435,0.2518,0.256235,0.2562,0.25616,0.25631,27205294.77326893,0.26447
2021-10-27,0.26355,0.21832,0.239535,0.23965,0.23947,0.2396,118534522.00989117,0.2562
2021-10-28,0.33981,0.23237,0.298135,0.29813,0.29813,0.29814,334647795.2765094,0.23965
2021-10-29,0.30696,0.27721,0.286015,0.28589,0.28595,0.28608,97639255.73002042,0.29813
2021-10-30,0.29491,0.25849,0.265915,0.26604,0.26586,0.26597,60144123.05967272,0.28589
2021-10-31,0.2848,0.25242,0.28276,0.28267,0.28263,0.28289,96424810.37294073,0.26604
2021-11-01,0.28624,0.26379,0.271795,0.27188,0.27178,0.27181,54596681.6751133,0.28267
2021-11-02,0.281,0.26702,0.272925,0.27302,0.27287,0.27298,34634186.28022906,0.27188
2021-11-03,0.27787,0.2631,0.26799,0.26803,0.26792,0.26806,35511485.59089732,0.27302
2021-11-04,0.27093,0.25423,0.262785,0.26286,0.26274,0.26283,26483540.7883073,0.26803
2021-11-05,0.27065,0.25688,0.25942,0.25947,0.25937,0.25947,19970535.40274573,0.26286
2021-11-06,0.2677,0.25002,0.26199,0.26199,0.26196,0.26202,10924575.75633237,0.25947
2021-11-07,0.26992,0.25881,0.26612,0.26618,0.2661,0.26614,18830210.20352672,0.26199
2021-11-08,0.29669,0.26448,0.27959,0.27962,0.27956,0.27962,94230537.88883501,0.26618
2021-11-09,0.29,0.2719,0.273495,0.27352,0.27344,0.27355,48023811.59137451,0.27962
2021-11-10,0.27701,0.23641,0.25564,0.25569,0.25559,0.25569,81453911.27902456,0.27352
2021-11-11,0.27151,0.2533,0.261645,0.26175,0.2616,0.26169,41935362.0926613,0.25569
2021-11-12,0.26848,0.24889,0.259775,0.25962,0.25973,0.25982,47033707.33844715,0.26175
2021-11-13,0.2623,0.25449,0.26143,0.26153,0.26139,0.26147,24978726.24700668,0.25962
2021-11-14,0.27208,0.26,0.26417,0.26412,0.26413,0.26421,31127260.74601406,0.26153
2021-11-15,0.26503,0.25024,0.25147,0.25104,0.25142,0.25152,15178158.812700659,0.26412
2021-11-16,0.25423,0.2234,0.238685,0.23877,0.23863,0.23874,56123250.72634183,0.25104
2021-11-17,0.24131,0.22984,0.23839,0.23836,0.23832,0.23846,23216130.20631447,0.23877
2021-11-18,0.24147,0.2158,0.22195,0.222,0.22191,0.22199,37756558.74312762,0.23836
2021-11-19,0.23741,0.21652,0.23536,0.23546,0.23527,0.23545,28041887.34383003,0.222
2021-11-20,0.23622,0.2257,0.232905,0.23284,0.23284,0.23297,13344405.59609921,0.23546
2021-11-21,0.23325,0.22383,0.225135,0.22502,0.22504,0.22523,18671033.63732702,0.23284
2021-11-22,0.22784,0.21711,0.218185,0.21826,0.21811,0.21826,16695715.03899108,0.22502
2021-11-23,0.23672,0.21389,0.226855,0.22675,0.22681,0.2269,50738464.32332759,0.21826
2021-11-24,0.23095,0.21137,0.214545,0.21475,0.21437,0.21472,21674813.18043548,0.22675
2021-11-25,0.22933,0.21477,0.22113,0.22128,0.22108,0.22118,23406326.24302943,0.21475
2021-11-26,0.22154,0.18846,0.20371,0.20379,0.20362,0.2038,68035540.9585176,0.22128
2021-11-27,0.20964,0.20228,0.204185,0.20417,0.20411,0.20426,14959230.05748522,0.20379
2021-11-28,0.20846,0.19169,0.207765,0.20783,0.20776,0.20777,23087622.8583711,0.20417
2021-11-29,0.22562,0.20279,0.216925,0.21682,0.21684,0.21701,46284079.29616109,0.20783
2021-11-30,0.22745,0.21293,0.2156,0.2157,0.21552,0.21568,44596052.52201128,0.21682
2021-12-01,0.21918,0.2059,0.208675,0.2086,0.20861,0.20874,17668361.41436886,0.2157
2021-12-02,0.22302,0.20144,0.210125,0.21026,0.21005,0.2102,67910909.9848538,0.2086
2021-12-03,0.21231,0.19056,0.199725,0.19967,0.19964,0.19981,23035792.17937126,0.21026
2021-12-04,0.20031,0.12784,0.180375,0.18028,0.18027,0.18048,117615157.0017518,0.19967
2021-12-05,0.18155,0.16225,0.16863,0.16855,0.16851,0.16875,29797892.71974178,0.18028
2021-12-06,0.18098,0.15964,0.17846,0.17832,0.17841,0.17851,41866923.00049836,0.16855
2021-12-07,0.18425,0.17422,0.17453,0.17451,0.17451,0.17455,25566549.96255257,0.17832
2021-12-08,0.18234,0.17239,0.18104,0.181,0.181,0.18108,33728657.89499846,0.17451
2021-12-09,0.18346,0.16883,0.17062,0.17051,0.17055,0.17069,38522050.64357928,0.181
2021-12-10,0.17499,0.16206,0.16228,0.16235,0.16217,0.16239,31034813.90813448,0.17051
2021-12-11,0.1702,0.1614,0.169165,0.16923,0.16909,0.16924,28800711.74189386,0.16235
2021-12-12,0.17404,0.1657,0.17026,0.17033,0.17018,0.17034,16366578.90971631,0.16923
2021-12-13,0.17036,0.15167,0.15706,0.15702,0.15699,0.15713,29263086.95918118,0.17033
2021-12-14,0.22003,0.15501,0.18981,0.18983,0.18971,0.18991,402583268.59048,0.15702
2021-12-15,0.18891,0.17091,0.181805,0.18188,0.1817,0.18191,108453119.9121367,0.18983
2021-12-16,0.18547,0.1724,0.17392,0.17404,0.17385,0.17399,37439522.21427035,0.18188
2021-12-17,0.17677,0.16165,0.167275,0.16734,0.1672,0.16735,36148086.15286989,0.17404
2021-12-18,0.17602,0.16597,0.171925,0.17201,0.17184,0.17201,16636595.88743393,0.16734
2021-12-19,0.17501,0.16851,0.168775,0.16876,0.16868,0.16887,14848295.38323453,0.17201
2021-12-20,0.17089,0.16113,0.16733,0.16745,0.16725,0.16741,16736945.0332181,0.16876
2021-12-21,0.17258,0.16574,0.170605,0.17065,0.17053,0.17068,12804036.15120421,0.16745
2021-12-22,0.18006,0.16975,0.17227,0.17221,0.17221,0.17233,32609101.77738856,0.17065
2021-12-23,0.18516,0.17137,0.18246,0.18248,0.1824,0.18252,36353205.16873247,0.17221
2021-12-24,0.19577,0.1795,0.187145,0.18717,0.18712,0.18717,47320595.75488487,0.18248
2021-12-25,0.19587,0.18617,0.191255,0.19119,0.19123,0.19128,20600197.26087572,0.18717
2021-12-26,0.19258,0.18518,0.19017,0.19021,0.19013,0.19021,10012673.75096523,0.19119
2021-12-27,0.19298,0.18554,0.187285,0.18737,0.1872,0.18737,6905150.9641799005,0.19021
2021-12-28,0.1869,0.17226,0.175385,0.17527,0.17536,0.17541,31101343.85411115,0.18737
2021-12-29,0.17749,0.16617,0.166465,0.16651,0.16642,0.16651,18679690.56861834,0.17527
2021-12-30,0.17575,0.16501,0.172505,0.17244,0.17245,0.17256,11544222.53556797,0.16651
2021-12-31,0.17601,0.16612,0.170215,0.17021,0.17021,0.17022,15173978.51005204,0.17244
2022-01-01,0.17382,0.16962,0.1725,0.17243,0.17243,0.17257,6526203.09876978,0.17021
2022-01-02,0.17635,0.17054,0.173665,0.1737,0.17362,0.17371,6603256.48498395,0.17243
2022-01-03,0.17403,0.16742,0.17023,0.16995,0.17016,0.1703,11675806.759978,0.1737
2022-01-04,0.17269,0.16667,0.1687,0.16899,0.16862,0.16878,10608225.40249508,0.16995
2022-01-05,0.17101,0.14723,0.159525,0.1595,0.15949,0.15956,42122285.61263792,0.16899
2022-01-06,0.16202,0.15392,0.15877,0.1586,0.15871,0.15883,35135336.87334567,0.1595
2022-01-07,0.15925,0.14913,0.15542,0.15538,0.15537,0.15547,50054117.92305756,0.1586
2022-01-08,0.15789,0.14535,0.150765,0.15086,0.15069,0.15084,31702646.88657204,0.15538
2022-01-09,0.15388,0.14859,0.150845,0.15054,0.15078,0.15091,11659279.54833988,0.15086
2022-01-10,0.15226,0.13658,0.14267,0.14265,0.14262,0.14272,29633343.26154597,0.15054
2022-01-11,0.1671,0.14239,0.154815,0.15483,0.15476,0.15487,68734741.92822815,0.14265
2022-01-12,0.16372,0.15113,0.16175,0.16177,0.16169,0.16181,28526073.2745914,0.15483
2022-01-13,0.17719,0.16141,0.172975,0.17307,0.17288,0.17307,112477882.99732083,0.16177
2022-01-14,0.21531,0.17431,0.18226,0.18245,0.18221,0.18231,258886751.28589797,0.17307
2022-01-15,0.19486,0.18164,0.183565,0.18359,0.18346,0.18367,68636582.75534822,0.18245
2022-01-16,0.18471,0.17365,0.177145,0.1769,0.17705,0.17724,28622603.88726639,0.18359
2022-01-17,0.17769,0.16568,0.17146,0.17159,0.17137,0.17155,33523957.904958252,0.1769
2022-01-18,0.17457,0.16174,0.16509,0.16486,0.16502,0.16516,35430634.53735009,0.17159
2022-01-19,0.16979,0.15912,0.16282,0.16285,0.16279,0.16285,26494964.37747051,0.16486
2022-01-20,0.16952,0.15333,0.155345,0.1554,0.1553,0.15539,18356024.6608296,0.16285
2022-01-21,0.15769,0.13994,0.142235,0.14217,0.14215,0.14232,33045615.31222851,0.1554
2022-01-22,0.14519,0.12,0.13356,0.13358,0.13349,0.13363,53439286.81776504,0.14217
2022-01-23,0.14497,0.13291,0.140365,0.14025,0.14031,0.14042,38477916.26522298,0.13358
2022-01-24,0.14107,0.12587,0.13688,0.13689,0.13679,0.13697,52363957.9491207,0.14025
2022-01-25,0.1508,0.13265,0.142435,0.14249,0.14236,0.14251,41061855.23833688,0.13689
