Date,Open_time,High,Low,Mid,Last,Volume,First
2019-12-31,2019-12-31 23:00:00,7206.29,7185.76,7196.025,7195.23,521.978397,
2020-01-01,2020-01-01 00:00:00,7196.25,7175.46,7185.855,7177.02,511.814901,7195.23
2020-01-01,2020-01-01 01:00:00,7230.0,7175.71,7202.855,7216.27,883.052603,7177.02
2020-01-01,2020-01-01 02:00:00,7244.87,7211.41,7228.139999999999,7242.85,655.156809,7216.27
2020-01-01,2020-01-01 03:00:00,7245.0,7220.0,7232.5,7225.01,783.724867,7242.85
2020-01-01,2020-01-01 04:00:00,7230.0,7215.03,7222.514999999999,7217.27,467.812578,7225.01
2020-01-01,2020-01-01 05:00:00,7229.76,7216.65,7223.205,7224.21,344.670596,7217.27
2020-01-01,2020-01-01 06:00:00,7236.27,7221.51,7228.89,7225.62,621.467023,7224.21
2020-01-01,2020-01-01 07:00:00,7232.94,7199.11,7216.025,7209.83,627.344854,7225.62
2020-01-01,2020-01-01 08:00:00,7210.0,7180.0,7195.0,7200.64,915.545974,7209.83
2020-01-01,2020-01-01 09:00:00,7210.51,7188.0,7199.255,7188.77,636.386102,7200.64
2020-01-01,2020-01-01 10:00:00,7210.0,7185.2,7197.6,7202.0,537.762804,7188.77
2020-01-01,2020-01-01 11:00:00,7237.73,7188.61,7213.17,7197.2,1076.959481,7202.0
2020-01-01,2020-01-01 12:00:00,7233.33,7196.15,7214.74,7225.59,868.75358,7197.2
2020-01-01,2020-01-01 13:00:00,7231.89,7212.88,7222.385,7221.2,612.180902,7225.59
2020-01-01,2020-01-01 14:00:00,7234.97,7208.17,7221.57,7221.43,617.714185,7221.2
2020-01-01,2020-01-01 15:00:00,7255.0,7218.29,7236.645,7234.19,1393.888792,7221.43
2020-01-01,2020-01-01 16:00:00,7246.42,7214.0,7230.21,7245.37,881.93278,7234.19
2020-01-01,2020-01-01 17:00:00,7249.99,7224.92,7237.455,7236.83,1069.210567,7245.37
2020-01-01,2020-01-01 18:00:00,7246.72,7225.17,7235.945,7240.67,611.693307,7236.83
2020-01-01,2020-01-01 19:00:00,7241.0,7225.49,7233.245,7229.48,417.746637,7240.67
2020-01-01,2020-01-01 20:00:00,7242.98,7224.68,7233.83,7236.73,391.834174,7229.48
2020-01-01,2020-01-01 21:00:00,7242.75,7227.0,7234.875,7233.17,285.454078,7236.73
2020-01-01,2020-01-01 22:00:00,7234.49,7186.0,7210.245,7197.99,769.030411,7233.17
2020-01-01,2020-01-01 23:00:00,7204.17,7175.15,7189.66,7200.85,811.25016,7197.99
2020-01-02,2020-01-02 00:00:00,7212.5,7185.46,7198.98,7211.02,391.352377,7200.85
2020-01-02,2020-01-02 01:00:00,7211.16,7185.11,7198.135,7190.99,402.660139,7211.02
2020-01-02,2020-01-02 02:00:00,7191.0,7155.35,7173.175,7169.02,1387.377886,7190.99
2020-01-02,2020-01-02 03:00:00,7169.06,7120.37,7144.715,7129.61,1557.96443,7169.02
2020-01-02,2020-01-02 04:00:00,7161.0,7116.7,7138.85,7142.21,1252.447877,7129.61
2020-01-02,2020-01-02 05:00:00,7152.05,7126.93,7139.49,7138.93,569.50899,7142.21
2020-01-02,2020-01-02 06:00:00,7149.02,7121.43,7135.225,7135.97,687.600665,7138.93
2020-01-02,2020-01-02 07:00:00,7140.63,7105.0,7122.8150000000005,7110.57,1548.403823,7135.97
2020-01-02,2020-01-02 08:00:00,7157.48,7109.11,7133.295,7154.36,1114.825128,7110.57
2020-01-02,2020-01-02 09:00:00,7165.0,7135.36,7150.18,7162.01,840.001328,7154.36
2020-01-02,2020-01-02 10:00:00,7180.0,7153.33,7166.665,7161.83,1446.219984,7162.01
2020-01-02,2020-01-02 11:00:00,7168.67,7139.03,7153.85,7139.79,761.15657,7161.83
2020-01-02,2020-01-02 12:00:00,7163.4,7139.03,7151.215,7158.29,794.030497,7139.79
2020-01-02,2020-01-02 13:00:00,7163.35,7107.43,7135.39,7131.15,1566.280693,7158.29
2020-01-02,2020-01-02 14:00:00,7157.1,7122.34,7139.72,7135.59,956.300925,7131.15
2020-01-02,2020-01-02 15:00:00,7152.0,7120.0,7136.0,7130.98,862.429718,7135.59
2020-01-02,2020-01-02 16:00:00,7146.85,7020.0,7083.425,7052.32,3604.474152,7130.98
2020-01-02,2020-01-02 17:00:00,7053.09,6924.74,6988.915,6970.04,6183.82554,7052.32
2020-01-02,2020-01-02 18:00:00,6989.68,6949.96,6969.82,6974.02,1513.597939,6970.04
2020-01-02,2020-01-02 19:00:00,6995.0,6960.0,6977.5,6983.27,1397.130602,6974.02
2020-01-02,2020-01-02 20:00:00,6983.22,6941.27,6962.245000000001,6948.49,1138.646334,6983.27
2020-01-02,2020-01-02 21:00:00,6985.0,6946.2,6965.6,6977.73,665.856715,6948.49
2020-01-02,2020-01-02 22:00:00,6978.24,6963.02,6970.63,6974.8,568.324029,6977.73
2020-01-02,2020-01-02 23:00:00,6974.8,6950.0,6962.4,6965.71,741.067591,6974.8
2020-01-03,2020-01-03 00:00:00,6966.47,6912.88,6939.675,6937.0,1106.732043,6965.71
2020-01-03,2020-01-03 01:00:00,6946.07,6878.19,6912.129999999999,6888.85,2402.581684,6937.0
2020-01-03,2020-01-03 02:00:00,6966.8,6871.04,6918.92,6956.88,2869.993553,6888.85
2020-01-03,2020-01-03 03:00:00,6966.36,6940.0,6953.18,6952.04,1246.589508,6956.88
2020-01-03,2020-01-03 04:00:00,7264.71,6948.64,7106.675,7210.19,9560.897697,6952.04
2020-01-03,2020-01-03 05:00:00,7249.0,7168.48,7208.74,7220.47,3575.770965,7210.19
2020-01-03,2020-01-03 06:00:00,7225.0,7190.14,7207.57,7202.22,2075.25916,7220.47
2020-01-03,2020-01-03 07:00:00,7232.0,7185.04,7208.52,7203.21,2185.376884,7202.22
2020-01-03,2020-01-03 08:00:00,7297.29,7202.28,7249.785,7260.6,3976.534509,7203.21
2020-01-03,2020-01-03 09:00:00,7358.88,7256.56,7307.72,7348.42,5469.030632,7260.6
2020-01-03,2020-01-03 10:00:00,7371.92,7281.3,7326.610000000001,7312.25,3924.462414,7348.42
2020-01-03,2020-01-03 11:00:00,7346.0,7306.61,7326.305,7340.46,1826.857466,7312.25
2020-01-03,2020-01-03 12:00:00,7350.19,7303.14,7326.665,7322.78,1717.22262,7340.46
2020-01-03,2020-01-03 13:00:00,7380.0,7311.59,7345.795,7348.87,1906.468998,7322.78
2020-01-03,2020-01-03 14:00:00,7362.31,7229.3,7295.805,7254.73,4583.643119,7348.87
2020-01-03,2020-01-03 15:00:00,7322.44,7252.48,7287.459999999999,7320.18,2371.650792,7254.73
2020-01-03,2020-01-03 16:00:00,7405.0,7293.1,7349.05,7386.03,5852.326934,7320.18
2020-01-03,2020-01-03 17:00:00,7403.2,7335.21,7369.205,7355.26,2201.223063,7386.03
2020-01-03,2020-01-03 18:00:00,7369.47,7330.32,7349.895,7342.96,1422.531602,7355.26
2020-01-03,2020-01-03 19:00:00,7352.33,7280.0,7316.165,7343.08,2259.002878,7342.96
2020-01-03,2020-01-03 20:00:00,7361.0,7297.01,7329.005,7316.99,1546.013182,7343.08
2020-01-03,2020-01-03 21:00:00,7335.0,7262.68,7298.84,7283.0,1227.929145,7316.99
2020-01-03,2020-01-03 22:00:00,7320.54,7260.01,7290.275,7300.56,1407.545265,7283.0
2020-01-03,2020-01-03 23:00:00,7346.08,7291.75,7318.915,7344.96,1712.856338,7300.56
2020-01-04,2020-01-04 00:00:00,7350.0,7289.98,7319.99,7302.24,1240.406484,7344.96
2020-01-04,2020-01-04 01:00:00,7312.58,7280.85,7296.715,7309.16,821.321239,7302.24
2020-01-04,2020-01-04 02:00:00,7328.99,7296.18,7312.585,7327.83,868.281715,7309.16
2020-01-04,2020-01-04 03:00:00,7339.69,7318.56,7329.125,7333.11,763.775397,7327.83
