Date,Open_time,High,Low,Mid,Last,Volume,First
2020-01-04,2020-01-04 04:00:00,7338.46,7312.65,7325.555,7334.86,691.833205,7333.11
2020-01-04,2020-01-04 05:00:00,7369.28,7325.0,7347.139999999999,7344.69,1306.738785,7334.86
2020-01-04,2020-01-04 06:00:00,7367.88,7340.0,7353.9400000000005,7354.96,1168.097036,7344.69
2020-01-04,2020-01-04 07:00:00,7363.63,7327.32,7345.475,7348.11,1352.880865,7354.96
2020-01-04,2020-01-04 08:00:00,7365.0,7330.0,7347.5,7346.59,1272.743225,7348.11
2020-01-04,2020-01-04 09:00:00,7369.18,7339.28,7354.23,7363.88,1084.110633,7346.59
2020-01-04,2020-01-04 10:00:00,7369.63,7304.36,7336.995,7318.3,1807.551552,7363.88
2020-01-04,2020-01-04 11:00:00,7339.27,7302.1,7320.685,7336.45,1520.454655,7318.3
2020-01-04,2020-01-04 12:00:00,7339.58,7305.0,7322.29,7312.89,1131.422667,7336.45
2020-01-04,2020-01-04 13:00:00,7326.49,7291.0,7308.745,7303.88,1549.128326,7312.89
2020-01-04,2020-01-04 14:00:00,7323.74,7296.44,7310.09,7316.72,874.231693,7303.88
2020-01-04,2020-01-04 15:00:00,7332.0,7305.0,7318.5,7318.99,870.0506,7316.72
2020-01-04,2020-01-04 16:00:00,7323.26,7297.91,7310.585,7307.11,1043.417942,7318.99
2020-01-04,2020-01-04 17:00:00,7352.0,7305.0,7328.5,7351.99,1237.984296,7307.11
2020-01-04,2020-01-04 18:00:00,7404.0,7272.21,7338.105,7306.92,4110.024469,7351.99
2020-01-04,2020-01-04 19:00:00,7353.84,7283.01,7318.425,7334.83,1966.929401,7306.92
2020-01-04,2020-01-04 20:00:00,7352.64,7310.67,7331.655000000001,7341.06,1433.864061,7334.83
2020-01-04,2020-01-04 21:00:00,7367.31,7330.72,7349.015,7350.68,869.007514,7341.06
2020-01-04,2020-01-04 22:00:00,7359.7,7342.67,7351.1849999999995,7350.24,474.926109,7350.68
2020-01-04,2020-01-04 23:00:00,7363.0,7328.9,7345.95,7354.11,528.793108,7350.24
2020-01-05,2020-01-05 00:00:00,7393.0,7354.11,7373.555,7373.48,1432.35544,7354.11
2020-01-05,2020-01-05 01:00:00,7481.87,7373.43,7427.65,7459.18,6394.85574,7373.48
2020-01-05,2020-01-05 02:00:00,7482.87,7432.79,7457.83,7443.79,2038.01579,7459.18
2020-01-05,2020-01-05 03:00:00,7478.0,7439.33,7458.665,7475.99,1446.222876,7443.79
2020-01-05,2020-01-05 04:00:00,7495.0,7444.0,7469.5,7457.14,1859.909467,7475.99
2020-01-05,2020-01-05 05:00:00,7470.0,7444.0,7457.0,7459.12,952.444318,7457.14
2020-01-05,2020-01-05 06:00:00,7481.25,7437.4,7459.325,7457.5,1166.464289,7459.12
2020-01-05,2020-01-05 07:00:00,7470.36,7442.0,7456.18,7463.63,888.087854,7457.5
2020-01-05,2020-01-05 08:00:00,7472.0,7410.0,7441.0,7430.05,1595.878334,7463.63
2020-01-05,2020-01-05 09:00:00,7436.84,7400.0,7418.42,7427.74,2072.537095,7430.05
2020-01-05,2020-01-05 10:00:00,7432.28,7403.21,7417.745,7415.12,995.14421,7427.74
2020-01-05,2020-01-05 11:00:00,7440.0,7410.0,7425.0,7422.33,1001.517619,7415.12
2020-01-05,2020-01-05 12:00:00,7460.46,7421.93,7441.195,7457.01,1079.561263,7422.33
2020-01-05,2020-01-05 13:00:00,7458.0,7415.0,7436.5,7431.15,1337.571084,7457.01
2020-01-05,2020-01-05 14:00:00,7444.73,7425.0,7434.865,7431.82,831.78756,7431.15
2020-01-05,2020-01-05 15:00:00,7476.31,7430.99,7453.65,7468.42,1839.988518,7431.82
2020-01-05,2020-01-05 16:00:00,7484.0,7450.0,7467.0,7461.38,1764.362509,7468.42
2020-01-05,2020-01-05 17:00:00,7470.76,7445.15,7457.955,7464.65,904.275876,7461.38
2020-01-05,2020-01-05 18:00:00,7468.87,7421.77,7445.32,7438.72,1226.760244,7464.65
2020-01-05,2020-01-05 19:00:00,7449.69,7427.1,7438.395,7444.14,952.37598,7438.72
2020-01-05,2020-01-05 20:00:00,7445.0,7426.0,7435.5,7431.6,687.771423,7444.14
2020-01-05,2020-01-05 21:00:00,7431.53,7361.01,7396.27,7368.52,2225.194358,7431.6
2020-01-05,2020-01-05 22:00:00,7385.65,7318.0,7351.825,7355.73,2249.586037,7368.52
2020-01-05,2020-01-05 23:00:00,7363.35,7321.0,7342.175,7358.75,1388.41772,7355.73
2020-01-06,2020-01-06 00:00:00,7384.72,7346.76,7365.74,7378.75,1358.867787,7358.75
2020-01-06,2020-01-06 01:00:00,7426.82,7368.55,7397.6849999999995,7423.5,1630.227541,7378.75
2020-01-06,2020-01-06 02:00:00,7562.0,7421.64,7491.82,7551.44,5819.256972,7423.5
2020-01-06,2020-01-06 03:00:00,7580.0,7486.85,7533.425,7540.9,4769.906356,7551.44
2020-01-06,2020-01-06 04:00:00,7554.61,7516.06,7535.335,7529.52,1554.582461,7540.9
2020-01-06,2020-01-06 05:00:00,7541.55,7496.0,7518.775,7532.85,1472.91993,7529.52
2020-01-06,2020-01-06 06:00:00,7537.53,7510.99,7524.26,7520.0,873.32937,7532.85
2020-01-06,2020-01-06 07:00:00,7527.27,7505.57,7516.42,7507.91,921.886394,7520.0
2020-01-06,2020-01-06 08:00:00,7551.68,7507.39,7529.535,7547.55,1690.857798,7507.91
2020-01-06,2020-01-06 09:00:00,7553.0,7516.51,7534.755,7550.78,2074.105876,7547.55
2020-01-06,2020-01-06 10:00:00,7576.68,7535.64,7556.16,7561.22,1912.728693,7550.78
2020-01-06,2020-01-06 11:00:00,7582.27,7526.88,7554.575000000001,7544.72,2149.635226,7561.22
2020-01-06,2020-01-06 12:00:00,7566.24,7535.0,7550.62,7557.42,1484.613594,7544.72
2020-01-06,2020-01-06 13:00:00,7622.0,7465.44,7543.719999999999,7528.64,3698.140842,7557.42
2020-01-06,2020-01-06 14:00:00,7558.45,7505.02,7531.735000000001,7547.93,2383.745611,7528.64
2020-01-06,2020-01-06 15:00:00,7553.28,7516.34,7534.8099999999995,7519.99,1644.393877,7547.93
2020-01-06,2020-01-06 16:00:00,7546.08,7509.43,7527.755,7529.24,1626.355417,7519.99
2020-01-06,2020-01-06 17:00:00,7561.0,7526.91,7543.955,7558.48,1102.998522,7529.24
2020-01-06,2020-01-06 18:00:00,7560.0,7525.96,7542.98,7533.0,910.967306,7558.48
2020-01-06,2020-01-06 19:00:00,7551.71,7524.0,7537.855,7539.9,863.252634,7533.0
2020-01-06,2020-01-06 20:00:00,7557.99,7534.9,7546.445,7551.25,978.342912,7539.9
2020-01-06,2020-01-06 21:00:00,7608.0,7547.56,7577.780000000001,7578.42,2101.577667,7551.25
2020-01-06,2020-01-06 22:00:00,7752.0,7574.39,7663.195,7712.63,6546.730323,7578.42
2020-01-06,2020-01-06 23:00:00,7795.34,7690.7,7743.02,7758.0,5066.272207,7712.63
2020-01-07,2020-01-07 00:00:00,8000.0,7758.29,7879.145,7888.42,12714.830706,7758.0
2020-01-07,2020-01-07 01:00:00,7919.99,7866.01,7893.0,7905.67,3784.606696,7888.42
2020-01-07,2020-01-07 02:00:00,7940.0,7892.32,7916.16,7896.2,2658.470846,7905.67
2020-01-07,2020-01-07 03:00:00,7916.94,7885.75,7901.344999999999,7894.9,1811.52833,7896.2
2020-01-07,2020-01-07 04:00:00,7905.5,7821.0,7863.25,7840.83,3265.389556,7894.9
2020-01-07,2020-01-07 05:00:00,7882.56,7826.63,7854.595,7869.33,1749.120728,7840.83
2020-01-07,2020-01-07 06:00:00,7876.0,7851.26,7863.63,7872.91,1034.371143,7869.33
2020-01-07,2020-01-07 07:00:00,7896.72,7857.53,7877.125,7883.37,1730.807736,7872.91
2020-01-07,2020-01-07 08:00:00,7904.72,7868.0,7886.360000000001,7883.97,2060.945511,7883.37
2020-01-07,2020-01-07 09:00:00,7886.17,7855.0,7870.585,7856.26,1266.181976,7883.97
2020-01-07,2020-01-07 10:00:00,7889.78,7856.15,7872.965,7889.24,1164.566425,7856.26
2020-01-07,2020-01-07 11:00:00,7965.0,7881.69,7923.344999999999,7895.14,4207.107584,7889.24
2020-01-07,2020-01-07 12:00:00,7915.77,7840.0,7877.885,7869.05,3167.803362,7895.14
2020-01-07,2020-01-07 13:00:00,7869.03,7810.73,7839.879999999999,7847.99,2935.85674,7869.05
2020-01-07,2020-01-07 14:00:00,7884.59,7837.26,7860.925,7838.8,2419.777007,7847.99
2020-01-07,2020-01-07 15:00:00,7847.99,7740.29,7794.139999999999,7764.59,5292.202151,7838.8
2020-01-07,2020-01-07 16:00:00,7940.12,7723.71,7831.915,7912.18,6410.882075,7764.59
2020-01-07,2020-01-07 17:00:00,7952.05,7878.01,7915.030000000001,7938.33,3293.006137,7912.18
2020-01-07,2020-01-07 18:00:00,8137.0,7919.22,8028.110000000001,8037.69,9327.807487,7938.33
2020-01-07,2020-01-07 19:00:00,8111.45,8032.39,8071.92,8073.69,4283.208684,8037.69
2020-01-07,2020-01-07 20:00:00,8175.01,8041.28,8108.145,8162.66,4404.727667,8073.69
2020-01-07,2020-01-07 21:00:00,8188.0,7975.74,8081.87,8016.44,5116.55768,8162.66
2020-01-07,2020-01-07 22:00:00,8067.06,7945.72,8006.39,8049.55,3088.53339,8016.44
2020-01-07,2020-01-07 23:00:00,8207.68,8020.7,8114.1900000000005,8145.28,3983.395044,8049.55
2020-01-08,2020-01-08 00:00:00,8455.0,8142.0,8298.5,8431.82,12579.628057,8145.28
2020-01-08,2020-01-08 01:00:00,8448.14,8328.89,8388.515,8370.92,8384.945558,8431.82
2020-01-08,2020-01-08 02:00:00,8422.0,8256.74,8339.369999999999,8278.59,4558.246276,8370.92
2020-01-08,2020-01-08 03:00:00,8344.0,8244.93,8294.465,8300.34,4359.947687,8278.59
2020-01-08,2020-01-08 04:00:00,8355.87,8288.0,8321.935000000001,8344.63,2575.222396,8300.34
2020-01-08,2020-01-08 05:00:00,8377.0,8307.85,8342.425,8334.77,2664.277869,8344.63
2020-01-08,2020-01-08 06:00:00,8367.61,8319.0,8343.305,8339.13,1731.943454,8334.77
2020-01-08,2020-01-08 07:00:00,8347.99,8277.21,8312.599999999999,8297.26,2788.142801,8339.13
2020-01-08,2020-01-08 08:00:00,8329.09,8264.86,8296.975,8312.04,2508.727051,8297.26
2020-01-08,2020-01-08 09:00:00,8321.83,8276.0,8298.915,8297.21,2091.834391,8312.04
2020-01-08,2020-01-08 10:00:00,8359.0,8284.19,8321.595000000001,8326.98,2380.674785,8297.21
2020-01-08,2020-01-08 11:00:00,8370.0,8325.03,8347.515,8332.47,2034.529797,8326.98
2020-01-08,2020-01-08 12:00:00,8347.33,8276.0,8311.665,8286.16,2426.854154,8332.47
2020-01-08,2020-01-08 13:00:00,8418.61,8215.2,8316.905,8384.99,7456.82961,8286.16
2020-01-08,2020-01-08 14:00:00,8385.0,8184.0,8284.5,8310.98,6554.98078,8384.99
2020-01-08,2020-01-08 15:00:00,8359.0,8237.36,8298.18,8305.97,3993.008669,8310.98
2020-01-08,2020-01-08 16:00:00,8335.79,8050.0,8192.895,8115.0,12758.450281,8305.97
2020-01-08,2020-01-08 17:00:00,8123.98,8010.0,8066.99,8077.68,7266.047229,8115.0
2020-01-08,2020-01-08 18:00:00,8094.93,8035.01,8064.97,8053.7,2950.762774,8077.68
2020-01-08,2020-01-08 19:00:00,8069.73,7963.05,8016.389999999999,7963.35,3758.461889,8053.7
2020-01-08,2020-01-08 20:00:00,8060.86,7870.0,7965.43,8046.03,8887.842817,7963.35
2020-01-08,2020-01-08 21:00:00,8048.66,7957.55,8003.105,8016.06,3140.073055,8046.03
2020-01-08,2020-01-08 22:00:00,8080.0,7988.58,8034.29,8076.13,2119.902017,8016.06
2020-01-08,2020-01-08 23:00:00,8125.57,8023.55,8074.5599999999995,8055.98,2651.309243,8076.13
2020-01-09,2020-01-09 00:00:00,8055.96,7928.0,7991.98,7956.55,3517.43095,8055.98
2020-01-09,2020-01-09 01:00:00,8037.37,7950.0,7993.6849999999995,8004.8,2413.123473,7956.55
2020-01-09,2020-01-09 02:00:00,8026.01,7980.0,8003.005,7982.75,1579.537464,8004.8
2020-01-09,2020-01-09 03:00:00,7993.46,7935.56,7964.51,7954.72,2480.168472,7982.75
2020-01-09,2020-01-09 04:00:00,7978.31,7928.0,7953.155000000001,7966.85,2053.928386,7954.72
2020-01-09,2020-01-09 05:00:00,7966.75,7925.68,7946.215,7941.83,1404.270001,7966.85
2020-01-09,2020-01-09 06:00:00,7951.68,7896.0,7923.84,7908.48,2068.18413,7941.83
2020-01-09,2020-01-09 07:00:00,7976.67,7903.4,7940.035,7949.84,2449.538328,7908.48
2020-01-09,2020-01-09 08:00:00,7955.83,7909.3,7932.5650000000005,7933.1,1641.494387,7949.84
2020-01-09,2020-01-09 09:00:00,7932.94,7864.24,7898.59,7872.35,3408.741356,7933.1
2020-01-09,2020-01-09 10:00:00,7934.78,7852.01,7893.395,7896.38,2923.998132,7872.35
2020-01-09,2020-01-09 11:00:00,7901.99,7855.0,7878.495,7878.56,1911.857856,7896.38
2020-01-09,2020-01-09 12:00:00,7917.68,7871.0,7894.34,7900.91,2162.941372,7878.56
2020-01-09,2020-01-09 13:00:00,7945.0,7891.43,7918.215,7897.52,2859.442366,7900.91
2020-01-09,2020-01-09 14:00:00,7919.59,7875.55,7897.57,7885.5,1887.759463,7897.52
2020-01-09,2020-01-09 15:00:00,7930.0,7882.75,7906.375,7907.05,1555.442519,7885.5
2020-01-09,2020-01-09 16:00:00,7920.01,7805.01,7862.51,7818.15,4386.286631,7907.05
2020-01-09,2020-01-09 17:00:00,7846.0,7778.0,7812.0,7798.6,3990.175129,7818.15
2020-01-09,2020-01-09 18:00:00,7832.13,7788.68,7810.405000000001,7810.64,1529.030453,7798.6
2020-01-09,2020-01-09 19:00:00,7957.48,7810.3,7883.889999999999,7917.54,3465.438657,7810.64
2020-01-09,2020-01-09 20:00:00,8000.0,7805.0,7902.5,7818.3,6732.412789,7917.54
2020-01-09,2020-01-09 21:00:00,7854.14,7750.0,7802.07,7789.96,4555.024481,7818.3
2020-01-09,2020-01-09 22:00:00,7873.12,7788.78,7830.95,7811.31,1877.380286,7789.96
2020-01-09,2020-01-09 23:00:00,7835.0,7790.01,7812.505,7817.76,1385.912749,7811.31
2020-01-10,2020-01-10 00:00:00,7854.06,7811.05,7832.555,7820.01,1276.755793,7817.76
2020-01-10,2020-01-10 01:00:00,7841.57,7786.12,7813.844999999999,7804.99,1249.569649,7820.01
2020-01-10,2020-01-10 02:00:00,7825.0,7793.34,7809.17,7803.68,1004.334531,7804.99
2020-01-10,2020-01-10 03:00:00,7825.0,7770.0,7797.5,7818.02,1415.752784,7803.68
2020-01-10,2020-01-10 04:00:00,7819.84,7768.4,7794.12,7795.3,1669.78936,7818.02
2020-01-10,2020-01-10 05:00:00,7797.95,7735.0,7766.475,7748.86,2146.933344,7795.3
2020-01-10,2020-01-10 06:00:00,7786.13,7711.76,7748.945,7748.64,2963.811973,7748.86
2020-01-10,2020-01-10 07:00:00,7757.38,7725.77,7741.575000000001,7752.98,1815.165345,7748.64
2020-01-10,2020-01-10 08:00:00,7754.36,7680.0,7717.18,7706.53,4208.967256,7752.98
2020-01-10,2020-01-10 09:00:00,7750.0,7691.91,7720.955,7716.47,2842.868735,7706.53
2020-01-10,2020-01-10 10:00:00,7788.0,7672.0,7730.0,7771.87,3772.539304,7716.47
2020-01-10,2020-01-10 11:00:00,7854.44,7766.93,7810.6849999999995,7841.69,5366.335557,7771.87
2020-01-10,2020-01-10 12:00:00,7899.98,7811.0,7855.49,7893.98,4174.80608,7841.69
2020-01-10,2020-01-10 13:00:00,7944.0,7862.31,7903.155000000001,7870.4,4142.505896,7893.98
2020-01-10,2020-01-10 14:00:00,7982.85,7850.01,7916.43,7978.65,4262.687889,7870.4
2020-01-10,2020-01-10 15:00:00,8086.85,7945.44,8016.145,8066.6,7367.250672,7978.65
2020-01-10,2020-01-10 16:00:00,8140.11,7928.94,8034.525,7952.65,8107.578673,8066.6
2020-01-10,2020-01-10 17:00:00,7979.0,7909.98,7944.49,7966.3,3426.043673,7952.65
2020-01-10,2020-01-10 18:00:00,8113.53,7966.3,8039.915,8022.16,6172.791013,7966.3
2020-01-10,2020-01-10 19:00:00,8122.0,7964.01,8043.005,8059.49,5212.524366,8022.16
2020-01-10,2020-01-10 20:00:00,8100.0,8039.27,8069.635,8073.16,2511.935531,8059.49
2020-01-10,2020-01-10 21:00:00,8135.21,8006.65,8070.93,8049.99,2919.79654,8073.16
2020-01-10,2020-01-10 22:00:00,8101.86,7981.59,8041.725,8090.13,1946.832887,8049.99
2020-01-10,2020-01-10 23:00:00,8199.0,8064.64,8131.82,8197.02,2429.200597,8090.13
2020-01-11,2020-01-11 00:00:00,8200.0,8119.75,8159.875,8168.92,2971.522168,8197.02
2020-01-11,2020-01-11 01:00:00,8253.26,8165.16,8209.21,8204.86,3211.743194,8168.92
2020-01-11,2020-01-11 02:00:00,8217.41,8155.02,8186.215,8206.19,2134.580068,8204.86
2020-01-11,2020-01-11 03:00:00,8207.81,8125.09,8166.45,8158.49,1711.758967,8206.19
2020-01-11,2020-01-11 04:00:00,8179.94,8101.0,8140.469999999999,8117.82,1445.957883,8158.49
2020-01-11,2020-01-11 05:00:00,8118.4,8044.65,8081.525,8083.41,2285.705846,8117.82
2020-01-11,2020-01-11 06:00:00,8128.98,8055.71,8092.344999999999,8124.99,1745.207418,8083.41
2020-01-11,2020-01-11 07:00:00,8150.0,8061.71,8105.855,8074.18,1976.070507,8124.99
2020-01-11,2020-01-11 08:00:00,8096.87,8037.0,8066.9349999999995,8052.96,2479.712213,8074.18
2020-01-11,2020-01-11 09:00:00,8129.97,8050.83,8090.4,8114.22,1672.797787,8052.96
2020-01-11,2020-01-11 10:00:00,8117.03,8042.89,8079.96,8054.03,1477.913509,8114.22
2020-01-11,2020-01-11 11:00:00,8074.26,8010.0,8042.13,8045.95,2106.394416,8054.03
2020-01-11,2020-01-11 12:00:00,8068.0,8018.41,8043.205,8061.95,1788.46524,8045.95
2020-01-11,2020-01-11 13:00:00,8102.56,8045.01,8073.785,8090.02,1952.326847,8061.95
2020-01-11,2020-01-11 14:00:00,8135.0,8050.0,8092.5,8053.75,2019.034562,8090.02
2020-01-11,2020-01-11 15:00:00,8106.65,8053.08,8079.865,8099.73,1461.322326,8053.75
2020-01-11,2020-01-11 16:00:00,8180.7,8070.0,8125.35,8169.46,3939.308813,8099.73
2020-01-11,2020-01-11 17:00:00,8221.55,8150.0,8185.775,8160.56,3232.766889,8169.46
2020-01-11,2020-01-11 18:00:00,8189.0,8136.68,8162.84,8169.14,1586.219348,8160.56
2020-01-11,2020-01-11 19:00:00,8179.96,8137.27,8158.615,8151.78,1306.429898,8169.14
2020-01-11,2020-01-11 20:00:00,8189.49,8140.98,8165.235,8161.81,1152.143371,8151.78
2020-01-11,2020-01-11 21:00:00,8286.34,8060.25,8173.295,8105.0,4403.099606,8161.81
2020-01-11,2020-01-11 22:00:00,8139.69,8030.0,8084.844999999999,8082.57,3727.441848,8105.0
2020-01-11,2020-01-11 23:00:00,8082.58,8003.16,8042.87,8020.01,3022.109943,8082.57
2020-01-12,2020-01-12 00:00:00,8080.0,7960.0,8020.0,8060.89,4003.350255,8020.01
2020-01-12,2020-01-12 01:00:00,8089.97,8036.13,8063.05,8065.53,1073.779611,8060.89
2020-01-12,2020-01-12 02:00:00,8108.0,8052.88,8080.4400000000005,8095.0,1248.587062,8065.53
2020-01-12,2020-01-12 03:00:00,8110.92,8065.62,8088.27,8091.33,963.637569,8095.0
2020-01-12,2020-01-12 04:00:00,8105.0,8071.2,8088.1,8073.79,711.211749,8091.33
2020-01-12,2020-01-12 05:00:00,8110.92,8070.98,8090.95,8106.05,997.127263,8073.79
