Date,High,Low,Mid,Last,Volume,First
2018-09-30,239.0,226.5,232.75,232.94,432195.44084,231.62
2018-10-01,235.88,224.46,230.17000000000002,231.61,322900.46128,232.94
2018-10-02,232.51,223.37,227.94,225.69,401305.32707,231.61
2018-10-03,226.43,216.51,221.47,220.77,275609.26221,225.69
2018-10-04,227.16,219.49,223.325,222.66,158137.42967,220.77
2018-10-05,231.75,219.35,225.55,228.37,137730.35786,222.66
2018-10-06,228.86,223.15,226.005,225.4,100257.5697,228.37
2018-10-07,227.75,221.48,224.615,226.14,74733.67253,225.4
2018-10-08,232.7,224.21,228.45499999999998,230.01,210989.42202,226.14
2018-10-09,231.02,226.56,228.79000000000002,228.4,100246.1843,230.01
2018-10-10,228.78,224.05,226.41500000000002,226.74,122748.21412,228.4
2018-10-11,226.91,189.01,207.95999999999998,191.58,497258.82871,226.74
2018-10-12,201.87,190.04,195.95499999999998,196.96,216448.3922,191.58
2018-10-13,202.78,196.27,199.525,201.3,107215.5262,196.96
2018-10-14,203.56,194.33,198.945,197.01,110554.19361,201.3
2018-10-15,239.0,194.6,216.8,214.39,973857.7477,197.01
2018-10-16,219.95,211.55,215.75,215.09,145980.09837,214.39
2018-10-17,216.99,210.0,213.495,212.85,153768.85024,215.09
2018-10-18,215.3,203.53,209.41500000000002,206.24,150229.60097,212.85
2018-10-19,208.0,204.21,206.10500000000002,205.0,254660.48637,206.24
2018-10-20,209.69,203.57,206.63,207.91,62376.6968,205.0
2018-10-21,211.99,206.74,209.365,207.49,83277.36128,207.91
2018-10-22,209.3,205.0,207.15,206.67,206046.89963,207.49
2018-10-23,207.8,202.14,204.97,205.85,112753.0414,206.67
2018-10-24,207.95,204.73,206.33999999999997,205.35,97128.82698,205.85
2018-10-25,205.94,202.88,204.41,203.93,77411.57217,205.35
2018-10-26,209.0,203.0,206.0,204.92,91143.83291,203.93
2018-10-27,206.15,203.09,204.62,204.45,50235.68329,204.92
2018-10-28,205.94,203.62,204.78,204.99,44394.83357,204.45
2018-10-29,205.49,195.28,200.385,196.96,118281.82272,204.99
2018-10-30,198.6,195.91,197.255,197.27,83633.81463,196.96
2018-10-31,201.45,193.01,197.23,198.73,114739.70424,197.27
2018-11-01,200.95,197.88,199.415,199.96,86097.98629,198.73
2018-11-02,203.74,199.34,201.54000000000002,202.35,97123.22813,199.96
2018-11-03,202.69,198.59,200.64,200.31,72084.92932,202.35
2018-11-04,218.76,199.0,208.88,212.11,182534.6216,200.31
2018-11-05,213.39,207.62,210.505,210.66,141432.1406,212.11
2018-11-06,221.25,209.11,215.18,220.74,197797.49527,210.66
2018-11-07,224.8,217.01,220.905,219.07,204931.0342,220.74
2018-11-08,220.78,212.49,216.635,212.79,189828.4945,219.07
2018-11-09,215.51,209.1,212.305,210.77,152215.94686,212.79
2018-11-10,215.55,209.02,212.28500000000003,213.25,131384.47893,210.77
2018-11-11,213.99,209.0,211.495,212.54,136268.81156,213.25
2018-11-12,214.22,210.9,212.56,212.89,99963.97203,212.54
2018-11-13,213.8,209.2,211.5,209.84,114466.36708,212.89
2018-11-14,210.3,176.16,193.23000000000002,187.43,434676.16832,209.84
2018-11-15,190.0,170.99,180.495,184.35,452416.10784,187.43
2018-11-16,185.0,173.0,179.0,176.89,241710.34763,184.35
2018-11-17,177.91,173.94,175.925,176.2,144804.70986,176.89
2018-11-18,182.94,176.1,179.51999999999998,178.97,141736.32263,176.2
2018-11-19,179.33,146.47,162.9,150.81,596789.83916,178.97
2018-11-20,154.7,126.95,140.825,133.82,996552.28721,150.81
2018-11-21,142.01,127.15,134.57999999999998,138.23,718957.78552,133.82
2018-11-22,140.4,125.64,133.02,126.63,334674.07185,138.23
2018-11-23,128.9,118.56,123.73,125.02,504352.24386,126.63
2018-11-24,130.81,112.32,121.565,114.89,471321.56764,125.02
2018-11-25,122.35,102.95,112.65,118.67,836233.31252,114.89
2018-11-26,121.5,106.41,113.955,110.68,679491.73871,118.67
2018-11-27,114.31,102.36,108.33500000000001,111.43,524024.40616,110.68
2018-11-28,126.8,111.37,119.08500000000001,122.9,578552.74124,111.43
2018-11-29,124.0,114.78,119.39,117.98,478777.39614,122.9
2018-11-30,120.26,111.09,115.67500000000001,113.73,418593.63529,117.98
2018-12-01,120.8,111.35,116.07499999999999,118.1,330159.06742,113.73
2018-12-02,120.73,116.0,118.36500000000001,116.57,273657.6215,118.1
2018-12-03,116.96,106.7,111.83,108.76,324446.03324,116.57
2018-12-04,113.2,106.0,109.6,109.94,275321.0063,108.76
2018-12-05,110.58,102.38,106.47999999999999,102.71,354071.53241,109.94
2018-12-06,104.68,90.2,97.44,91.0,586138.59043,102.71
2018-12-07,96.9,82.07,89.485,93.05,1030073.58467,91.0
2018-12-08,98.0,84.55,91.275,90.38,698217.12529,93.05
2018-12-09,98.7,88.63,93.66499999999999,93.26,520519.36023,90.38
2018-12-10,95.21,88.11,91.66,89.91,408573.02929,93.26
2018-12-11,91.65,85.83,88.74000000000001,87.76,339991.84246,89.91
2018-12-12,91.31,86.63,88.97,89.41,285436.04029,87.76
2018-12-13,90.71,84.71,87.71,86.34,331218.30083,89.41
2018-12-14,87.25,82.2,84.725,83.82,318003.73427,86.34
2018-12-15,85.0,81.79,83.39500000000001,83.76,217360.65775,83.82
2018-12-16,87.64,83.73,85.685,84.67,241366.76305,83.76
2018-12-17,97.0,84.4,90.7,94.02,472252.23388,84.67
2018-12-18,101.3,91.34,96.32,100.39,529946.79175,94.02
2018-12-19,107.55,97.75,102.65,98.74,827748.59096,100.39
2018-12-20,116.0,97.88,106.94,114.05,859612.57205,98.74
2018-12-21,118.0,104.76,111.38,107.69,666048.71786,114.05
2018-12-22,115.5,105.38,110.44,115.2,405672.83117,107.69
2018-12-23,131.94,114.91,123.425,129.03,936094.1049,115.2
2018-12-24,157.67,128.8,143.235,138.03,1319609.8165,129.03
2018-12-25,139.26,119.68,129.47,127.6,1076164.12809,138.03
2018-12-26,135.32,122.51,128.915,129.35,794834.05601,127.6
2018-12-27,131.09,111.22,121.155,113.8,752177.90111,129.35
2018-12-28,136.66,111.87,124.265,135.3,894454.19051,113.8
2018-12-29,145.42,128.5,136.95999999999998,132.89,1006654.49844,135.3
2018-12-30,139.0,127.03,133.015,137.77,704259.41614,132.89
2018-12-31,138.66,128.7,133.68,131.45,484604.83962,137.77
2019-01-01,140.67,130.0,135.33499999999998,139.1,401776.88797,131.45
2019-01-02,155.37,137.76,146.565,152.01,941486.31524,139.1
2019-01-03,153.64,143.11,148.375,146.3,708091.31714,152.01
2019-01-04,154.8,143.54,149.17000000000002,151.97,805248.93821,146.3
2019-01-05,159.26,151.2,155.23,152.83,773169.13736,151.97
2019-01-06,157.4,147.51,152.45499999999998,153.86,627908.47366,152.83
2019-01-07,155.48,147.86,151.67000000000002,149.34,424765.30258,153.86
2019-01-08,151.65,145.2,148.425,147.6,441661.06778,149.34
2019-01-09,151.5,146.77,149.135,148.1,299443.563,147.6
2019-01-10,149.45,121.0,135.225,124.95,871751.75038,148.1
2019-01-11,127.36,120.08,123.72,124.65,545293.98369,124.95
2019-01-12,126.19,122.0,124.095,123.35,300262.13404,124.65
2019-01-13,124.25,111.87,118.06,114.16,422561.96777,123.35
2019-01-14,130.05,113.94,121.995,126.95,546420.40854,114.16
2019-01-15,129.4,116.0,122.7,118.95,649020.5297,126.95
2019-01-16,126.88,118.52,122.69999999999999,121.48,513486.65472,118.95
2019-01-17,122.99,116.8,119.895,121.54,447535.22716,121.48
2019-01-18,121.98,117.66,119.82,119.17,235646.684,121.54
2019-01-19,125.29,119.14,122.215,122.6,323303.79296,119.17
2019-01-20,123.32,115.68,119.5,117.47,451792.85352,122.6
2019-01-21,118.5,113.61,116.055,115.63,303632.93463,117.47
2019-01-22,119.49,111.39,115.44,117.81,359542.63873,115.63
2019-01-23,118.95,114.8,116.875,116.44,230247.61578,117.81
2019-01-24,117.15,113.61,115.38,116.39,216242.29829,116.44
2019-01-25,117.5,114.3,115.9,115.11,198617.08108,116.39
2019-01-26,118.0,115.0,116.5,115.34,146216.82819,115.11
2019-01-27,116.15,111.04,113.595,112.05,247369.60555,115.34
2019-01-28,112.87,100.91,106.89,105.5,566205.78288,112.05
2019-01-29,106.61,102.22,104.41499999999999,104.45,319768.91348,105.5
2019-01-30,109.8,103.45,106.625,108.29,330968.19265,104.45
2019-01-31,110.61,105.46,108.035,106.44,290679.61935,108.29
2019-02-01,108.35,103.77,106.06,106.73,243149.88435,106.44
2019-02-02,111.15,106.07,108.61,110.42,186908.7573,106.73
2019-02-03,111.11,105.82,108.465,107.36,227211.54064,110.42
2019-02-04,109.3,106.57,107.935,107.68,160850.10293,107.36
2019-02-05,108.18,106.47,107.325,107.27,159730.1886,107.68
2019-02-06,107.83,101.21,104.52,104.5,337204.30254,107.27
2019-02-07,106.18,103.82,105.0,104.48,147942.07683,104.5
2019-02-08,123.0,103.41,113.205,119.25,589950.64925,104.48
2019-02-09,121.99,117.64,119.815,119.19,328067.9574,119.25
2019-02-10,126.49,115.81,121.15,125.12,385819.09619,119.19
2019-02-11,125.28,119.24,122.25999999999999,120.89,389405.30404,125.12
2019-02-12,123.89,118.18,121.035,122.41,343765.66987,120.89
2019-02-13,126.47,120.7,123.58500000000001,121.86,317827.31956,122.41
2019-02-14,124.5,120.1,122.3,120.42,297205.78738,121.86
2019-02-15,124.25,120.19,122.22,121.67,255296.0814,120.42
2019-02-16,124.99,121.54,123.265,122.67,215320.70134,121.67
2019-02-17,135.61,122.43,129.02,133.75,614788.60078,122.67
2019-02-18,148.3,132.42,140.36,145.69,1079830.1502,133.75
2019-02-19,150.0,142.36,146.18,143.44,747968.90445,145.69
2019-02-20,149.52,139.6,144.56,148.44,614303.61007,143.44
2019-02-21,149.61,142.7,146.155,145.69,447364.40873,148.44
2019-02-22,148.85,143.85,146.35,147.36,366251.18542,145.69
2019-02-23,159.6,145.78,152.69,157.79,588183.72896,147.36
2019-02-24,166.0,131.7,148.85,132.1,1260506.80672,157.79
2019-02-25,141.55,131.89,136.72,137.87,801147.09543,132.1
2019-02-26,138.41,133.72,136.065,136.22,432944.17033,137.87
2019-02-27,140.29,126.84,133.565,135.02,567202.61035,136.22
2019-02-28,139.0,132.1,135.55,135.34,579327.31749,135.02
2019-03-01,137.95,134.9,136.425,135.32,302632.02831,135.34
2019-03-02,136.12,130.03,133.075,132.56,297005.28093,135.32
2019-03-03,134.6,128.01,131.305,130.6,222453.2859,132.56
2019-03-04,131.11,122.6,126.855,125.65,403947.79445,130.6
2019-03-05,137.84,125.19,131.515,136.72,512631.23178,125.65
2019-03-06,140.29,133.33,136.81,137.4,428826.87415,136.72
2019-03-07,140.2,135.2,137.7,136.81,307336.4931,137.4
2019-03-08,139.34,130.62,134.98000000000002,133.52,330283.58233,136.81
2019-03-09,138.65,132.93,135.79000000000002,137.27,279861.12049,133.52
2019-03-10,137.5,134.0,135.75,135.37,203965.16815,137.27
2019-03-11,136.15,131.0,133.575,132.67,264587.00683,135.37
2019-03-12,135.3,130.77,133.03500000000003,133.57,194905.96843,132.67
2019-03-13,133.65,130.58,132.115,131.65,209456.09848,133.57
2019-03-14,135.11,128.52,131.815,132.2,258413.81868,131.65
2019-03-15,137.62,132.18,134.9,136.56,295832.26562,132.2
2019-03-16,144.47,136.51,140.49,140.92,474664.10197,136.56
2019-03-17,141.07,137.2,139.135,138.67,252697.08148,140.92
2019-03-18,142.01,136.1,139.055,137.59,281718.96195,138.67
2019-03-19,139.38,136.97,138.175,138.55,218577.45208,137.59
2019-03-20,139.66,136.01,137.83499999999998,139.01,222883.51754,138.55
2019-03-21,139.55,131.21,135.38,134.85,312531.39368,139.01
2019-03-22,137.2,134.29,135.745,135.98,186119.74745,134.85
2019-03-23,138.21,135.6,136.905,137.28,174710.43059,135.98
2019-03-24,137.37,134.75,136.06,136.09,198490.45124,137.28
2019-03-25,136.83,131.6,134.215,133.98,230880.285,136.09
2019-03-26,134.74,132.27,133.505,134.18,183139.11426,133.98
2019-03-27,140.14,133.84,136.99,139.45,317167.45325,134.18
2019-03-28,139.57,137.3,138.435,137.86,163185.6991,139.45
2019-03-29,143.6,137.62,140.61,143.25,235853.0454,137.86
2019-03-30,145.89,140.06,142.975,142.46,254798.70067,143.25
2019-03-31,142.5,140.42,141.45999999999998,141.38,142469.21171,142.46
2019-04-01,143.08,139.57,141.325,141.24,234310.19161,141.38
2019-04-02,165.6,141.0,153.3,163.31,906868.8586,141.24
2019-04-03,177.81,149.23,163.51999999999998,159.96,1345344.53845,163.31
2019-04-04,164.0,152.8,158.4,157.36,686080.95248,159.96
2019-04-05,167.83,155.94,161.885,164.77,516070.34553,157.36
2019-04-06,172.77,159.2,165.985,165.5,528168.33297,164.77
2019-04-07,175.43,164.06,169.745,174.21,465507.52497,165.5
2019-04-08,185.87,170.9,178.385,178.72,873410.07285,174.21
2019-04-09,179.17,171.05,175.11,174.6,431986.36108,178.72
2019-04-10,183.77,168.0,175.885,177.12,523943.20498,174.6
2019-04-11,177.48,158.27,167.875,164.07,661305.30321,177.12
2019-04-12,166.5,158.11,162.305,163.19,316337.87823,164.07
2019-04-13,165.37,160.74,163.055,162.99,179237.74574,163.19
2019-04-14,168.11,161.2,164.655,167.23,186977.66211,162.99
2019-04-15,168.81,155.7,162.255,159.95,351548.9079,167.23
2019-04-16,166.73,159.41,163.07,165.37,240370.50441,159.95
2019-04-17,167.28,163.78,165.53,165.75,227841.54981,165.37
2019-04-18,175.2,165.04,170.12,173.33,396118.94407,165.75
2019-04-19,173.55,168.59,171.07,172.64,320541.72166,173.33
2019-04-20,176.97,169.87,173.42000000000002,172.88,253596.48407,172.64
2019-04-21,173.48,164.82,169.14999999999998,168.59,283450.43943,172.88
2019-04-22,172.3,167.0,169.65,170.52,269868.39876,168.59
2019-04-23,175.83,167.78,171.805,169.16,363523.34531,170.52
2019-04-24,169.87,159.26,164.565,164.78,426497.04153,169.16
2019-04-25,165.49,150.35,157.92000000000002,154.72,422657.03239,164.78
2019-04-26,162.56,151.4,156.98000000000002,157.95,500355.86283,154.72
2019-04-27,166.24,156.35,161.29500000000002,159.31,215918.63842,157.95
2019-04-28,160.24,156.92,158.57999999999998,157.85,152976.30181,159.31
2019-04-29,159.05,152.0,155.525,155.11,243591.94898,157.85
2019-04-30,162.89,155.11,159.0,161.83,305056.24653,155.11
2019-05-01,163.88,158.36,161.12,160.19,192517.62763,161.83
2019-05-02,163.48,158.5,160.99,161.81,289519.02025,160.19
2019-05-03,170.86,160.99,165.925,168.06,416357.52123,161.81
2019-05-04,171.3,159.76,165.53,163.7,312928.58349,168.06
2019-05-05,165.36,159.18,162.27,163.05,176029.10445,163.7
2019-05-06,178.05,157.55,167.8,173.0,506528.14278,163.05
2019-05-07,182.76,167.89,175.325,169.18,732496.87861,173.0
2019-05-08,173.17,164.8,168.985,170.85,296436.29384,169.18
2019-05-09,173.88,166.57,170.225,170.9,284663.99456,170.85
2019-05-10,176.7,168.46,172.57999999999998,172.91,425543.74021,170.9
2019-05-11,205.23,172.92,189.075,190.2,885292.38389,172.91
2019-05-12,204.32,181.0,192.66,188.11,823372.28148,190.2
2019-05-13,206.87,185.32,196.095,195.84,669265.46524,188.11
2019-05-14,219.81,194.19,207.0,216.4,864211.00603,195.84
2019-05-15,250.27,216.21,233.24,248.1,574697.29927,216.4
2019-05-16,279.76,241.76,260.76,264.25,1733360.8936,248.1
2019-05-17,268.74,223.43,246.085,244.3,1529892.56898,264.25
2019-05-18,248.0,230.62,239.31,233.6,673218.09982,244.3
2019-05-19,264.0,231.77,247.885,259.51,823859.06342,233.6
2019-05-20,259.49,238.0,248.745,250.37,666889.82241,259.51
2019-05-21,262.0,246.06,254.03,253.43,580249.69753,250.37
2019-05-22,260.18,239.63,249.905,243.64,592848.95605,253.43
2019-05-23,247.34,231.1,239.22,244.56,600193.89368,243.64
2019-05-24,254.35,241.54,247.945,248.87,447066.92596,244.56
2019-05-25,257.33,247.22,252.27499999999998,250.22,332544.38731,248.87
2019-05-26,269.4,245.11,257.255,264.45,450090.22324,250.22
2019-05-27,279.59,260.0,269.79499999999996,270.53,635463.50204,264.45
2019-05-28,275.95,264.45,270.2,271.03,409443.69364,270.53
2019-05-29,274.04,260.05,267.045,268.83,383412.45769,271.03
2019-05-30,288.62,240.14,264.38,254.56,1066279.49387,268.83
2019-05-31,268.72,245.21,256.96500000000003,267.9,602153.87244,254.56
2019-06-01,275.5,260.68,268.09000000000003,264.33,455676.98613,267.9
2019-06-02,273.2,263.2,268.2,268.88,301536.15062,264.33
2019-06-03,270.0,248.0,259.0,249.91,397360.65275,268.88
2019-06-04,251.67,234.39,243.02999999999997,241.39,633822.71246,249.91
2019-06-05,250.41,237.37,243.89,245.63,335953.37927,241.39
2019-06-06,250.66,235.01,242.83499999999998,248.76,297579.14734,245.63
2019-06-07,253.28,243.46,248.37,248.77,353378.6568,248.76
2019-06-08,250.53,240.37,245.45,243.25,188448.27748,248.77
2019-06-09,244.53,226.56,235.54500000000002,230.98,316931.85638,243.25
2019-06-10,247.45,227.03,237.24,246.51,314662.52637,230.98
2019-06-11,247.8,236.49,242.145,244.29,237508.42798,246.51
2019-06-12,261.87,242.2,252.035,261.15,336499.3016,244.29
2019-06-13,262.98,253.69,258.33500000000004,254.67,291757.21635,261.15
2019-06-14,264.26,251.75,258.005,262.47,327383.28236,254.67
2019-06-15,272.27,260.61,266.44,267.82,286594.98029,262.47
2019-06-16,277.06,263.31,270.185,267.73,458176.54236,267.82
2019-06-17,276.0,266.81,271.405,273.16,339277.66707,267.73
2019-06-18,273.58,261.45,267.515,264.66,319941.55156,273.16
2019-06-19,270.0,263.59,266.79499999999996,268.14,208375.68381,264.66
2019-06-20,273.63,265.71,269.66999999999996,271.22,200717.7737,268.14
2019-06-21,295.94,271.22,283.58000000000004,294.35,519818.06907,271.22
2019-06-22,314.39,289.69,302.03999999999996,310.79,726254.67061,294.35
2019-06-23,321.7,305.58,313.64,308.52,418812.02747,310.79
2019-06-24,314.41,298.0,306.20500000000004,311.64,352791.26964,308.52
2019-06-25,318.99,307.0,312.995,318.26,345559.65047,311.64
2019-06-26,366.8,315.57,341.185,339.39,1008551.28721,318.26
2019-06-27,347.0,280.01,313.505,298.35,1016826.449,339.39
2019-06-28,313.58,295.22,304.4,311.05,529174.47722,298.35
2019-06-29,324.74,295.18,309.96000000000004,317.62,425555.16264,311.05
2019-06-30,323.5,290.12,306.81,292.7,489028.56835,317.62
2019-07-01,303.49,280.13,291.81,295.07,489769.27421,292.7
2019-07-02,297.57,272.65,285.11,291.48,493772.96579,295.07
2019-07-03,302.89,285.0,293.945,301.14,370521.96637,291.48
2019-07-04,302.74,280.53,291.635,282.73,270791.36878,301.14
2019-07-05,294.89,280.78,287.835,287.47,261139.28341,282.73
2019-07-06,296.71,285.28,290.995,288.29,196064.64705,287.47
2019-07-07,309.69,284.25,296.97,304.72,246111.36595,288.29
2019-07-08,313.74,300.78,307.26,311.97,289607.34177,304.72
2019-07-09,318.19,302.69,310.44,307.46,309447.34927,311.97
2019-07-10,314.18,281.04,297.61,289.23,457080.94063,307.46
2019-07-11,289.23,262.12,275.675,268.63,501592.75211,289.23
2019-07-12,278.99,266.21,272.6,274.62,266734.54213,268.63
2019-07-13,275.04,262.2,268.62,268.79,205959.26849,274.62
2019-07-14,269.74,222.81,246.275,225.85,540052.58421,268.79
2019-07-15,235.58,203.08,219.33,228.2,715991.20688,225.85
2019-07-16,234.5,192.25,213.375,198.88,715604.83198,228.2
2019-07-17,219.86,191.84,205.85000000000002,210.81,694854.10132,198.88
2019-07-18,229.65,205.71,217.68,225.73,609081.49094,210.81
2019-07-19,226.23,212.52,219.375,220.73,371622.21865,225.73
2019-07-20,235.09,219.78,227.435,228.2,325393.97225,220.73
2019-07-21,229.66,216.99,223.325,225.38,270046.1519,228.2
2019-07-22,228.34,212.25,220.29500000000002,217.51,271310.40446,225.38
2019-07-23,219.55,208.36,213.955,212.48,317876.48242,217.51
2019-07-24,218.28,202.0,210.14,216.31,331162.6484,212.48
2019-07-25,225.12,215.23,220.175,219.14,280370.29627,216.31
2019-07-26,220.0,212.71,216.35500000000002,218.81,197781.98653,219.14
2019-07-27,223.3,203.0,213.15,207.3,301209.41113,218.81
2019-07-28,213.52,198.24,205.88,211.62,218801.16693,207.3
2019-07-29,215.83,206.59,211.21,210.89,226941.28,211.62
2019-07-30,214.36,204.4,209.38,209.58,222683.79393,210.89
2019-07-31,218.79,209.2,213.995,218.42,207213.55658,209.58
2019-08-01,219.39,210.54,214.96499999999997,216.84,186806.18844,218.42
2019-08-02,222.18,214.31,218.245,217.61,206867.03039,216.84
2019-08-03,224.51,216.62,220.565,222.14,181591.95296,217.61
2019-08-04,223.34,216.9,220.12,221.79,135622.0258,222.14
2019-08-05,236.25,221.79,229.01999999999998,233.54,307956.27211,221.79
2019-08-06,239.15,223.03,231.09,226.28,341279.08159,233.54
2019-08-07,231.25,220.95,226.1,226.1,279104.7037,226.28
2019-08-08,228.5,215.51,222.005,221.39,236886.35423,226.1
2019-08-09,221.79,207.3,214.54500000000002,210.53,232062.12757,221.39
2019-08-10,215.0,202.6,208.8,206.48,252614.02389,210.53
2019-08-11,216.94,206.14,211.54,216.42,188474.09048,206.48
2019-08-12,216.81,209.75,213.28,211.41,122760.94619,216.42
2019-08-13,214.3,204.0,209.15,209.3,166922.48201,211.41
2019-08-14,209.9,183.49,196.695,187.1,325228.98931,209.3
2019-08-15,189.95,181.23,185.58999999999997,188.03,237953.09426,187.1
2019-08-16,188.39,178.04,183.21499999999997,184.88,282177.01584,188.03
2019-08-17,187.0,181.83,184.41500000000002,185.59,138799.61508,184.88
2019-08-18,197.91,183.35,190.63,194.33,175363.5062,185.59
2019-08-19,203.59,192.7,198.14499999999998,202.28,239541.5978,194.33
2019-08-20,202.75,194.45,198.6,196.6,189297.75494,202.28
2019-08-21,197.2,179.53,188.365,187.45,284973.64194,196.6
2019-08-22,195.14,182.8,188.97,190.35,245575.98772,187.45
2019-08-23,196.19,188.16,192.175,194.02,192548.51552,190.35
2019-08-24,194.09,185.63,189.86,190.6,167806.34294,194.02
2019-08-25,192.4,182.8,187.60000000000002,186.54,169862.91522,190.6
2019-08-26,193.7,186.0,189.85,188.67,254397.79472,186.54
2019-08-27,189.49,184.75,187.12,187.24,157898.563,188.67
2019-08-28,188.25,166.48,177.365,173.03,334480.61761,187.24
2019-08-29,173.5,163.61,168.555,169.01,295241.216,173.03
2019-08-30,170.77,165.55,168.16000000000003,168.5,238616.68868,169.01
2019-08-31,174.98,165.63,170.305,171.57,194999.19583,168.5
2019-09-01,173.42,167.61,170.515,170.74,191140.52368,171.57
2019-09-02,181.0,170.02,175.51,178.05,294627.31247,170.74
2019-09-03,183.0,174.09,178.54500000000002,178.75,327857.85447,178.05
2019-09-04,180.14,173.0,176.57,174.72,286226.25171,178.75
2019-09-05,176.19,168.1,172.14499999999998,173.75,232753.83596,174.72
2019-09-06,177.87,165.0,171.435,169.08,315822.37984,173.75
2019-09-07,180.8,168.3,174.55,177.62,253831.23169,169.08
2019-09-08,184.18,176.13,180.155,181.19,290083.47501,177.62
2019-09-09,185.38,176.01,180.695,180.54,273729.94868,181.19
2019-09-10,184.36,177.0,180.68,179.81,238387.50999,180.54
2019-09-11,182.8,173.0,177.9,178.28,278555.46708,179.81
2019-09-12,182.38,176.62,179.5,180.72,203543.13663,178.28
2019-09-13,181.38,177.54,179.45999999999998,180.95,264422.54059,180.72
2019-09-14,188.79,179.75,184.26999999999998,188.13,279371.83423,180.95
2019-09-15,190.45,185.76,188.105,189.03,288928.60827,188.13
2019-09-16,199.44,188.3,193.87,197.22,551006.81686,189.03
2019-09-17,215.13,195.74,205.435,207.84,715863.2262,197.22
2019-09-18,217.27,207.66,212.465,210.21,539028.51013,207.84
2019-09-19,223.94,202.3,213.12,220.24,844358.82155,210.21
2019-09-20,221.54,212.05,216.79500000000002,218.03,437804.12669,220.24
2019-09-21,221.5,213.2,217.35,215.05,417891.5242,218.03
2019-09-22,215.61,206.1,210.85500000000002,211.2,445388.94787,215.05
2019-09-23,211.68,198.65,205.16500000000002,201.29,392437.07084,211.2
2019-09-24,202.98,150.03,176.505,165.81,1478218.82714,201.29
2019-09-25,174.85,161.88,168.365,169.96,879001.46213,165.81
2019-09-26,171.01,152.11,161.56,165.92,779942.17148,169.96
2019-09-27,176.72,161.03,168.875,173.79,634932.96707,165.92
2019-09-28,175.49,168.0,171.745,173.49,521775.46593,173.79
2019-09-29,174.5,164.12,169.31,169.24,410855.12176,173.49
2019-09-30,181.24,165.01,173.125,180.85,580295.3997,169.24
2019-10-01,185.53,173.19,179.36,175.66,609972.52717,180.85
2019-10-02,181.29,173.65,177.47,180.24,348268.1162,175.66
2019-10-03,180.72,169.55,175.135,174.69,354756.78478,180.24
2019-10-04,178.98,170.74,174.86,175.55,333897.63876,174.69
2019-10-05,176.71,172.02,174.365,176.25,278488.61771,175.55
2019-10-06,177.04,167.68,172.36,170.1,314932.39629,176.25
2019-10-07,182.32,168.68,175.5,179.85,496523.48038,170.1
2019-10-08,184.87,177.0,180.935,180.6,400832.37828,179.85
2019-10-09,195.53,178.96,187.245,192.62,562506.82189,180.6
2019-10-10,194.2,186.88,190.54,191.14,436588.58452,192.62
2019-10-11,196.65,179.41,188.03,180.72,621693.63125,191.14
2019-10-12,184.64,177.59,181.115,179.68,290415.22038,180.72
2019-10-13,184.95,178.52,181.735,180.99,247589.23231,179.68
2019-10-14,187.54,180.43,183.985,186.72,279732.84612,180.99
2019-10-15,188.37,175.96,182.16500000000002,180.49,405466.38109,186.72
2019-10-16,181.44,171.81,176.625,174.47,347764.93459,180.49
2019-10-17,178.96,172.61,175.78500000000003,177.16,298795.8198,174.47
2019-10-18,177.44,168.66,173.05,172.74,319602.48508,177.16
2019-10-19,174.98,169.44,172.20999999999998,171.79,296918.73026,172.74
2019-10-20,176.88,169.21,173.04500000000002,175.22,299141.07152,171.79
2019-10-21,177.9,171.59,174.745,173.98,270608.51385,175.22
2019-10-22,175.04,170.3,172.67000000000002,171.2,255429.41624,173.98
2019-10-23,171.49,153.45,162.47,162.35,746955.09806,171.2
2019-10-24,163.72,158.72,161.22,160.38,387310.83766,162.35
2019-10-25,187.78,160.25,174.015,181.5,904832.86059,160.38
2019-10-26,197.74,173.8,185.77,179.49,1211737.43684,181.5
2019-10-27,188.7,176.22,182.45999999999998,183.75,724423.40525,179.49
2019-10-28,189.48,180.35,184.915,181.72,582179.44545,183.75
2019-10-29,192.74,181.26,187.0,190.46,529964.5054,181.72
2019-10-30,191.71,179.28,185.495,183.13,537770.43056,190.46
2019-10-31,185.27,177.66,181.465,182.18,410969.86104,183.13
2019-11-01,184.5,177.02,180.76,182.85,331519.76963,182.18
2019-11-02,186.0,181.53,183.765,182.91,179864.39739,182.85
2019-11-03,184.7,178.95,181.825,181.54,232621.52147,182.91
2019-11-04,188.64,180.36,184.5,185.71,321175.29134,181.54
2019-11-05,192.51,182.22,187.365,188.68,389668.6472,185.71
2019-11-06,195.09,187.72,191.405,191.16,343219.9224,188.68
2019-11-07,192.27,184.59,188.43,186.68,309882.08206,191.16
2019-11-08,188.26,181.41,184.83499999999998,183.74,365029.75027,186.68
2019-11-09,185.79,182.63,184.20999999999998,184.89,192073.38044,183.74
2019-11-10,191.58,183.3,187.44,188.96,274940.53448,184.89
2019-11-11,190.19,184.06,187.125,184.98,255579.93429,188.96
2019-11-12,187.65,182.41,185.03,187.09,256782.63119,184.98
2019-11-13,189.66,185.3,187.48000000000002,188.11,197273.84001,187.09
2019-11-14,188.72,183.34,186.03,184.92,245505.29971,188.11
2019-11-15,186.7,177.67,182.185,180.0,407466.78964,184.92
