Date,High,Low,Mid,Last,Volume,First
2018-06-12,538.88,482.0,510.44,493.0,158223.14812,531.69
2018-06-13,501.97,449.06,475.515,475.47,181842.19417,493.0
2018-06-14,529.0,460.0,494.5,519.29,206093.0733,475.47
2018-06-15,521.0,481.62,501.31,487.48,160532.53607,519.29
2018-06-16,503.28,483.72,493.5,496.74,131095.45173,487.48
2018-06-17,507.6,492.7,500.15,497.14,117316.93221,496.74
2018-06-18,524.48,487.27,505.875,517.95,143826.68272,497.14
2018-06-19,548.2,510.01,529.105,537.97,148148.38064,517.95
2018-06-20,542.02,515.08,528.55,536.49,123892.0424,537.97
2018-06-21,544.98,521.11,533.0450000000001,526.18,79862.90544,536.49
2018-06-22,526.44,450.0,488.22,462.09,212659.53437,526.18
2018-06-23,481.0,455.0,468.0,473.41,94465.26834,462.09
2018-06-24,475.81,419.53,447.66999999999996,454.41,198264.10079,473.41
2018-06-25,474.47,444.37,459.42,458.7,122942.1165,454.41
2018-06-26,460.81,429.0,444.905,429.34,84003.09976,458.7
2018-06-27,445.95,420.19,433.07,441.64,99156.36437,429.34
2018-06-28,443.96,416.45,430.205,420.22,112309.56714,441.64
2018-06-29,442.0,404.48,423.24,434.77,159495.30942,420.22
2018-06-30,463.15,434.51,448.83,454.09,157169.20242,434.77
2018-07-01,457.77,443.73,450.75,452.1,111226.62846,454.09
2018-07-02,481.83,444.16,462.995,476.25,182585.11018,452.1
2018-07-03,486.98,457.0,471.99,461.82,186954.55478,476.25
2018-07-04,482.7,458.02,470.36,467.38,101886.20199,461.82
2018-07-05,480.0,458.8,469.4,467.87,125806.0083,467.38
2018-07-06,476.0,451.29,463.645,470.47,100428.64802,467.87
2018-07-07,487.99,461.5,474.745,485.57,83629.95382,470.47
2018-07-08,495.98,482.05,489.015,486.77,144703.13626,485.57
2018-07-09,488.98,468.2,478.59000000000003,471.71,89532.14109,486.77
2018-07-10,473.23,427.69,450.46000000000004,432.48,173640.9762,471.71
2018-07-11,452.69,424.2,438.445,444.99,159022.59726,432.48
2018-07-12,445.36,416.94,431.15,431.14,181877.07924,444.99
2018-07-13,442.47,424.62,433.545,432.46,150320.32532,431.14
2018-07-14,440.0,428.26,434.13,433.19,122253.69397,432.46
2018-07-15,455.0,430.52,442.76,449.78,140415.27048,433.19
2018-07-16,480.57,444.03,462.29999999999995,478.49,172440.71343,449.78
2018-07-17,512.0,465.29,488.645,498.76,215318.06761,478.49
2018-07-18,515.47,468.01,491.74,479.41,236137.8071,498.76
2018-07-19,484.15,462.57,473.36,468.57,171308.06705,479.41
2018-07-20,471.02,440.0,455.51,449.04,160873.38244,468.57
2018-07-21,468.97,441.18,455.07500000000005,460.23,74259.64067,449.04
2018-07-22,472.2,454.19,463.195,457.47,60684.89595,460.23
2018-07-23,469.82,447.11,458.46500000000003,450.05,106561.46081,457.47
2018-07-24,484.27,448.47,466.37,479.28,158286.759,450.05
2018-07-25,485.77,464.0,474.885,472.1,170475.54936,479.28
2018-07-26,485.0,460.0,472.5,462.64,173976.2192,472.1
2018-07-27,474.0,455.84,464.91999999999996,470.09,198304.79211,462.64
2018-07-28,472.0,460.82,466.40999999999997,469.29,156862.59361,470.09
2018-07-29,472.0,461.6,466.8,466.4,138747.56334,469.29
2018-07-30,469.79,446.1,457.94500000000005,456.23,179581.79415,466.4
2018-07-31,457.3,427.0,442.15,432.22,214913.57229,456.23
2018-08-01,434.99,406.55,420.77,420.41,209570.0844,432.22
2018-08-02,425.52,407.43,416.475,410.62,178421.10672,420.41
2018-08-03,420.01,396.61,408.31,417.52,201156.61154,410.62
2018-08-04,419.53,401.86,410.695,407.21,179498.57515,417.52
2018-08-05,413.24,400.16,406.70000000000005,408.79,158913.77206,407.21
2018-08-06,413.28,397.08,405.17999999999995,405.28,166496.42465,408.79
2018-08-07,412.76,369.19,390.975,378.21,207706.11078,405.28
2018-08-08,380.42,347.25,363.83500000000004,355.48,275047.10788,378.21
2018-08-09,369.9,350.51,360.205,363.3,244268.20567,355.48
2018-08-10,365.87,325.95,345.90999999999997,331.81,264274.13378,363.3
2018-08-11,332.98,304.45,318.71500000000003,317.69,335634.67243,331.81
2018-08-12,327.13,313.42,320.275,317.89,135524.79994,317.69
2018-08-13,321.99,280.68,301.33500000000004,283.81,307713.22214,317.89
2018-08-14,283.81,250.0,266.905,278.41,485174.37541,283.81
2018-08-15,304.45,276.3,290.375,281.12,438620.64156,278.41
2018-08-16,298.6,277.55,288.07500000000005,287.17,235665.2551,281.12
2018-08-17,318.0,285.0,301.5,317.51,342556.46068,287.17
2018-08-18,321.33,281.79,301.56,294.11,384021.38829,317.51
2018-08-19,307.4,288.2,297.79999999999995,299.42,288483.44841,294.11
2018-08-20,304.04,269.5,286.77,270.51,219153.78936,299.42
2018-08-21,285.9,269.7,277.79999999999995,281.21,224701.57671,270.51
2018-08-22,298.89,259.5,279.195,270.8,403936.78303,281.21
2018-08-23,280.3,267.55,273.925,275.99,277304.60909,270.8
2018-08-24,283.1,270.22,276.66,281.19,271850.21373,275.99
2018-08-25,282.71,275.99,279.35,277.55,253375.49477,281.19
2018-08-26,277.91,268.69,273.3,274.29,232525.9497,277.55
2018-08-27,288.15,271.59,279.87,287.71,281020.64727,274.29
2018-08-28,298.0,282.66,290.33000000000004,295.44,318323.28971,287.71
2018-08-29,297.0,283.55,290.275,288.4,324275.47324,295.44
2018-08-30,291.0,271.88,281.44,283.89,336993.14413,288.4
2018-08-31,289.0,276.59,282.79499999999996,281.41,302663.37038,283.89
2018-09-01,302.0,281.34,291.66999999999996,295.71,294944.4401,281.41
2018-09-02,299.33,288.87,294.1,295.41,153300.06112,295.71
2018-09-03,296.62,285.99,291.305,289.09,274753.70062,295.41
2018-09-04,292.64,283.0,287.82,285.3,330102.19,289.09
2018-09-05,287.62,227.0,257.31,228.53,528734.3196,285.3
2018-09-06,233.19,212.0,222.595,229.7,552996.86567,228.53
2018-09-07,234.69,213.5,224.095,215.22,398379.81741,229.7
2018-09-08,220.2,190.01,205.105,196.71,318859.84904,215.22
2018-09-09,208.6,185.02,196.81,195.81,429255.02592,196.71
2018-09-10,203.42,187.1,195.26,197.15,418489.86663,195.81
2018-09-11,200.2,176.16,188.18,185.18,476745.79216,197.15
2018-09-12,185.22,167.32,176.26999999999998,183.12,504047.79165,185.18
2018-09-13,215.0,183.15,199.075,210.68,739503.34051,183.12
2018-09-14,224.2,202.6,213.39999999999998,208.82,833945.82573,210.68
2018-09-15,227.42,207.64,217.52999999999997,221.29,441046.52933,208.82
2018-09-16,223.5,208.1,215.8,220.17,425538.57709,221.29
2018-09-17,225.0,192.4,208.7,196.16,825020.77445,220.17
2018-09-18,215.47,193.47,204.47,208.17,584366.15014,196.16
2018-09-19,214.84,197.58,206.21,209.79,496100.46639,208.17
2018-09-20,226.68,205.56,216.12,224.0,573632.24236,209.79
2018-09-21,252.11,220.66,236.385,247.73,841029.12948,224.0
2018-09-22,255.13,232.7,243.915,241.01,423740.7403,247.73
2018-09-23,249.73,237.0,243.365,244.5,235214.14917,241.01
2018-09-24,246.2,225.3,235.75,228.06,350139.1505,244.5
2018-09-25,228.1,203.61,215.85500000000002,219.62,710650.7097,228.06
2018-09-26,223.6,207.5,215.55,214.42,613754.27743,219.62
2018-09-27,234.0,205.01,219.505,229.13,582274.44087,214.42
2018-09-28,234.42,215.53,224.975,221.84,618434.62488,229.13
2018-09-29,237.77,214.18,225.97500000000002,231.62,604000.95586,221.84
